Company,Location HQ,Industry,%,Date,Source,$ Raised (mm),Stage,Date Added,Country,AI,# Laid Off,_source,_scraped_at
Sherpa,"['Toronto', 'Non-U.S.']",Travel,,2022-07-29T00:00:00.000Z,https://www.linkedin.com/posts/maxtremaine_it-has-been-an-amazing-year-for-sherpa-activity-6962384880487866368-v491/,11.0,Unknown,2022-07-30T23:23:03.000Z,Canada,,22.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
CoinFLEX,"['Victoria', 'Non-U.S.']",Crypto,,2022-07-29T00:00:00.000Z,https://coinflex.com/blog/coinflex-update-july-29-2022/,11.0,Unknown,2022-07-29T16:07:59.000Z,Seychelles,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
MissFresh,"['Beijing', 'Non-U.S.']",Food,,2022-07-29T00:00:00.000Z,https://technode.com/2022/07/29/chinese-online-grocer-missfresh-halts-core-business-and-begins-massive-layoff/,1700.0,Post-IPO,2022-07-29T16:07:04.000Z,China,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Yabonza,"['Sydney', 'Non-U.S.']",Real Estate,1.0,2022-07-29T00:00:00.000Z,https://www.smartcompany.com.au/industries/property/yabonza-liquidiation-tech-sector/,6.0,Unknown,2022-08-24T23:35:45.000Z,Australia,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Ribbon,['New York City'],Real Estate,,2022-07-28T00:00:00.000Z,https://www.inman.com/2022/07/28/ribbon-slashes-one-third-of-workforce-to-adjust-to-new-reality/,405.0,Series C,2022-07-29T06:14:13.000Z,United States,,136.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Career Karma,['SF Bay Area'],Education,0.33,2022-07-28T00:00:00.000Z,https://techcrunch.com/2022/07/28/career-karma-conducts-layoffs-as-tech-jobs-face-a-massive-stress-test/,51.0,Series B,2022-07-29T06:20:11.000Z,United States,,60.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Metromile,['SF Bay Area'],Finance,0.2,2022-07-28T00:00:00.000Z,https://techcrunch.com/2022/07/29/lemonade-closes-on-acquisition-of-insurtech-metromile-promptly-lays-off-about-20-of-its-staff/,510.0,Acquired,2022-07-29T06:22:06.000Z,United States,,60.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Laybuy,['Auckland'],Finance,,2022-07-28T00:00:00.000Z,https://www.stuff.co.nz/business/300648897/laybuy-to-cut-45-jobs-as-it-searches-for-profit,130.0,Post-IPO,2022-07-29T06:25:10.000Z,New Zealand,,45.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Allbirds,['SF Bay Area'],Retail,,2022-07-28T00:00:00.000Z,Internal memo,202.0,Post-IPO,2022-07-30T23:17:36.000Z,United States,,23.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
TextNow,"['Waterloo', 'Non-U.S.']",Consumer,,2022-07-28T00:00:00.000Z,Internal memo,1.0,Seed,2022-08-04T03:57:46.000Z,Canada,,22.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
2U,['Washington D.C.'],Education,0.2,2022-07-28T00:00:00.000Z,https://www.insidehighered.com/news/2022/08/01/online-program-enabler-2u-resets-its-pricing-model,426.0,Post-IPO,2022-07-30T23:15:02.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Bikayi,"['Bengaluru', 'Non-U.S.']",Retail,,2022-07-28T00:00:00.000Z,https://inc42.com/features/bikayi-in-disarray-startup-hit-by-fraud-allegations-seller-exodus/,12.0,Series A,2022-07-29T06:10:09.000Z,India,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Brainbase,['Los Angeles'],Sales,,2022-07-28T00:00:00.000Z,https://medium.com/brainbase/update-on-brainbase-2022-645d46123393,12.0,Series A,2022-11-17T00:06:46.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Change.org,['SF Bay Area'],Other,0.19,2022-07-28T00:00:00.000Z,https://change-org.medium.com/restructuring-change-org-for-the-future-1c83c1c5b704,72.0,Series D,2022-07-29T06:13:10.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Tapas Media,['SF Bay Area'],Media,,2022-07-28T00:00:00.000Z,,17.0,Acquired,2022-08-02T03:41:21.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Turntide,['SF Bay Area'],Energy,0.2,2022-07-28T00:00:00.000Z,https://www.bizjournals.com/sanjose/news/2022/07/28/sunnyvale-based-turntide-cuts-more-than-100-jobs.html,491.0,Unknown,2022-07-29T06:16:54.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Rivian,['Detroit'],Transportation,0.06,2022-07-27T00:00:00.000Z,https://www.cnn.com/2022/07/27/business/rivian-layoffs/index.html,10700.0,Post-IPO,2022-07-28T03:24:26.000Z,United States,,840.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Vox Media,['Washington D.C.'],Media,0.02,2022-07-27T00:00:00.000Z,https://www.axios.com/2022/07/27/vox-media-layoffs-economic-uncertainty,307.0,Series F,2022-07-29T06:11:57.000Z,United States,,39.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Coinsquare,"['Toronto', 'Non-U.S.']",Crypto,0.24,2022-07-27T00:00:00.000Z,https://betakit.com/coinsquare-lays-off-24-percent-of-staff-amid-turbulent-crypto-market-shifted-focus-to-regulation/,98.0,Unknown,2022-07-30T14:35:42.000Z,Canada,,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Skai,"['Tel Aviv', 'Non-U.S.']",Marketing,0.04,2022-07-27T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/ry0jnia39?prof=5211.Ctech-5214.ctech.Startups,60.0,Series E,2022-07-28T03:23:10.000Z,Israel,,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Shopify,"['Ottawa', 'Non-U.S.']",Retail,0.1,2022-07-26T00:00:00.000Z,https://www.wsj.com/articles/shopify-to-lay-off-10-of-workers-in-broad-shake-up-11658839047,122.0,Post-IPO,2022-07-26T15:20:00.000Z,Canada,,1000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
McMakler,"['Berlin', 'Non-U.S.']",Real Estate,,2022-07-26T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/business/mcmakler-massenentlassung-nach-firmenfeier/,214.0,Unknown,2022-07-26T15:42:39.000Z,Germany,,90.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Fiverr,"['Tel Aviv', 'Non-U.S.']",Other,0.08,2022-07-26T00:00:00.000Z,https://en.globes.co.il/en/article-fiverr-lays-off-60-including-30-employees-in-israel-1001419413,111.0,Post-IPO,2022-07-26T15:45:30.000Z,Israel,,60.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
InDebted,"['Sydney', 'Non-U.S.']",Finance,0.17,2022-07-26T00:00:00.000Z,https://www.news.com.au/finance/business/technology/startup-sacks-40-employees-amid-200-million-valuation/news-story/891f316c53bb38c7f12d519b26f07ee5,41.0,Series B,2022-07-26T15:27:00.000Z,Australia,,40.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Outbrain,['New York City'],Marketing,0.03,2022-07-26T00:00:00.000Z,https://en.globes.co.il/en/article-fiverr-lays-off-60-including-30-employees-in-israel-1001419413,394.0,Post-IPO,2022-07-26T15:46:27.000Z,United States,,38.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Dover,['SF Bay Area'],Recruiting,0.3,2022-07-26T00:00:00.000Z,https://blog.dover.io/changes-to-our-team/,22.0,Series A,2022-07-26T21:51:56.000Z,United States,,23.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Immutable,"['Sydney', 'Non-U.S.']",Crypto,0.06,2022-07-26T00:00:00.000Z,https://www.cnet.com/tech/gaming/crypto-star-immutable-creator-of-nft-game-gods-unchained-lays-off-over-20-staff/,279.0,Series C,2022-07-28T03:35:27.000Z,Australia,,20.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Zymergen,['SF Bay Area'],Other,,2022-07-25T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/news/2022/07/25/zymergen-ginkgo-bioworks-zyme-dna-merger-job-cuts.html,974.0,Acquired,2022-08-26T20:52:03.000Z,United States,,80.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Pear Therapeutics ,['Boston'],Healthcare,0.09,2022-07-25T00:00:00.000Z,https://www.massdevice.com/pear-therapeutics-announces-layoffs/,409.0,Post-IPO,2022-07-26T15:30:29.000Z,United States,,25.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Included Health,['SF Bay Area'],Healthcare,0.06,2022-07-25T00:00:00.000Z,https://www.fiercehealthcare.com/digital-health/digital-health-company-included-health-cuts-workforce-part-restructuring-move,272.0,Series E,2022-07-26T15:31:50.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Soluto,"['Tel Aviv', 'Non-U.S.']",Support,1.0,2022-07-24T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/s1xemk935,18.0,Acquired,2022-07-25T04:32:59.000Z,Israel,,120.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Eucalyptus,"['Sydney', 'Non-U.S.']",Healthcare,0.2,2022-07-22T00:00:00.000Z,https://www.news.com.au/finance/business/other-industries/australian-healthcare-startup-fires-20-per-cent-of-staff/news-story/c582a96f5cc55a99962c2c79aa7033a9,69.0,Series C,2022-07-28T03:21:39.000Z,Australia,,50.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Workstream,['SF Bay Area'],HR,,2022-07-22T00:00:00.000Z,LinkedIn,58.0,Series B,2022-08-03T14:13:38.000Z,United States,,45.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Quanto,"['Sao Paulo', 'Non-U.S.']",Finance,0.22,2022-07-22T00:00:00.000Z,https://www.seudinheiro.com/2022/empresas/onda-de-demissoes-quanto-startup-facily-involves-lils/,15.0,Series A,2022-07-25T15:30:47.000Z,Brazil,,28.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Clarify Health,['SF Bay Area'],Healthcare,0.05,2022-07-22T00:00:00.000Z,https://twitter.com/erinbrodwin/status/1550495194805518337,328.0,Series D,2022-07-22T19:22:45.000Z,United States,,15.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Arete,['Miami'],Security,,2022-07-22T00:00:00.000Z,https://www.crn.com/news/security/arete-ir-is-the-latest-cybersecurity-company-to-lay-off-staff,,Unknown,2022-07-22T23:51:52.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Boosted Commerce,['Los Angeles'],Retail,0.05,2022-07-22T00:00:00.000Z,https://www.businessinsider.com/amazon-aggregator-boosted-commerce-layoffs-2022-7,137.0,Series B,2022-07-26T15:25:34.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Owlet,['Lehi'],Healthcare,,2022-07-22T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6957832944329580544/,178.0,Post-IPO,2022-08-03T02:39:54.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
People.ai,['SF Bay Area'],Sales,,2022-07-22T00:00:00.000Z,LinkedIn,200.0,Series D,2022-07-26T15:41:53.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Wizeline,['SF Bay Area'],Product,,2022-07-22T00:00:00.000Z,Internal memo,62.0,Acquired,2022-07-22T23:47:19.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Blockchain.com,"['London', 'Non-U.S.']",Crypto,0.25,2022-07-21T00:00:00.000Z,https://www.coindesk.com/business/2022/07/21/blockchaincom-cuts-25-workforce-amid-crypto-bear-market/,490.0,Series D,2022-07-21T14:26:22.000Z,United Kingdom,,150.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Callisto Media,['SF Bay Area'],Media,0.35000000000000003,2022-07-21T00:00:00.000Z,https://www.publishersweekly.com/pw/by-topic/industry-news/publisher-news/article/89897-callisto-media-promising-to-act-swiftly-and-decisively-lays-off-35-of-workforce.html,,Series D,2022-07-21T23:37:05.000Z,United States,,140.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
AppGate,['Miami'],Security,0.22,2022-07-21T00:00:00.000Z,https://m.marketscreener.com/quote/stock/APPGATE-INC-128303647/news/APPGATE-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-41078857/,,Post-IPO,2022-07-28T03:37:47.000Z,United States,,130.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
WHOOP,['Boston'],Fitness,0.15,2022-07-21T00:00:00.000Z,https://frontofficesports.com/fitness-company-whoop-slashes-workforce-by-15/,404.0,Series F,2022-07-22T01:02:30.000Z,United States,,95.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Rad Power Bikes,['Seattle'],Transportation,0.1,2022-07-21T00:00:00.000Z,https://www.geekwire.com/2022/rad-power-bikes-cuts-about-10-of-staff-citing-economic-uncertainty-and-rising-operating-costs/,329.0,Series D,2022-07-21T19:56:20.000Z,United States,,63.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Lunchbox,['New York City'],Food,0.33,2022-07-21T00:00:00.000Z,https://www.businessinsider.com/lunchbox-lays-off-employees-as-food-tech-startups-face-downturn-2022-7,72.0,Series B,2022-07-22T01:03:26.000Z,United States,,60.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
RealSelf,['Seattle'],Healthcare,0.05,2022-07-21T00:00:00.000Z,https://www.geekwire.com/2022/cosmetic-treatment-review-platform-realself-lays-off-11-employees/,42.0,Series B,2022-07-21T19:57:00.000Z,United States,,11.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
98point6,['Seattle'],Healthcare,0.1,2022-07-21T00:00:00.000Z,https://www.geekwire.com/2022/health-care-startup-98point6-lays-off-10-of-workforce-but-says-its-still-in-growth-mode/,247.0,Series E,2022-07-22T23:48:59.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Catalyst,['New York City'],Support,,2022-07-21T00:00:00.000Z,Internal memo,45.0,Series B,2022-08-04T03:59:22.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
InVision,['New York City'],Product,0.5,2022-07-21T00:00:00.000Z,https://www.linkedin.com/posts/clarkvalberg_yesterday-was-a-very-difficult-day-for-the-activity-6955950170509320192-KCWJ/,356.0,Series F,2022-07-21T19:22:29.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Mural,['SF Bay Area'],Product,,2022-07-21T00:00:00.000Z,Internal memo,192.0,Series C,2022-07-22T19:27:47.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Smarsh,['Portland'],Other,,2022-07-21T00:00:00.000Z,https://www.oregonlive.com/silicon-forest/2022/07/smarsh-big-portland-tech-company-is-cutting-jobs.html,,Private Equity,2022-07-30T23:29:52.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Just Eat Takeaway,"['Amsterdam', 'Non-U.S.']",Food,,2022-07-20T00:00:00.000Z,https://www.reuters.com/business/retail-consumer/just-eat-takeaway-cut-staff-france-spokesperson-says-2022-07-20/,2800.0,Post-IPO,2022-07-20T15:08:01.000Z,Netherlands,,390.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Flyhomes,['Seattle'],Real Estate,0.2,2022-07-20T00:00:00.000Z,https://www.geekwire.com/2022/seattle-real-estate-startup-flyhomes-cuts-20-of-staff-citing-uncertain-economic-conditions/,310.0,Series C,2022-07-20T20:08:14.000Z,United States,,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Varo,['SF Bay Area'],Finance,,2022-07-20T00:00:00.000Z,https://www.axios.com/pro/fintech-deals/2022/07/20/varo-bank-lays-off-75,992.0,Series E,2022-07-20T18:25:30.000Z,United States,,75.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
BlueStacks,['SF Bay Area'],Other,,2022-07-20T00:00:00.000Z,https://inc42.com/buzz/exclusive-a16z-backed-bluestacks-lays-off-60-indian-employees/,48.0,Series C,2022-07-20T15:10:56.000Z,United States,,60.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Lyft,['SF Bay Area'],Transportation,0.02,2022-07-20T00:00:00.000Z,https://www.wsj.com/articles/lyft-lays-off-about-60-employees-folds-its-car-rentals-for-riders-11658340622,4900.0,Post-IPO,2022-07-20T18:27:36.000Z,United States,,60.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Introhive,"['Ferdericton', 'Non-U.S.']",Sales,0.16,2022-07-20T00:00:00.000Z,https://entrevestor.com/home/entry/introhive-lays-off-staff-braces-for-recession,125.0,Series C,2022-07-22T19:23:42.000Z,Canada,,57.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Zencity,"['Tel Aviv', 'Non-U.S.']",Other,0.2,2022-07-20T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/bysqkusnc,51.0,Unknown,2022-07-20T15:06:55.000Z,Israel,,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Splice,['New York City'],Media,,2022-07-20T00:00:00.000Z,https://www.washingtonpost.com/business/2022/08/02/job-openings-labor-market-jolts/,159.0,Series D,2022-08-05T19:44:39.000Z,United States,,23.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Forma.ai,"['Toronto', 'Non-U.S.']",Sales,0.09,2022-07-20T00:00:00.000Z,Internal memo,58.0,Series B,2022-07-26T15:35:33.000Z,Canada,,15.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Arc,['SF Bay Area'],HR,,2022-07-20T00:00:00.000Z,https://www.linkedin.com/posts/weitingliu_today-i-shared-the-hard-news-about-the-difficult-activity-6955435904693878784-hl3J/,1.0,Seed,2022-07-21T14:27:19.000Z,United States,,13.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Invitae,['SF Bay Area'],Healthcare,,2022-07-19T00:00:00.000Z,https://www.genomeweb.com/business-news/invitae-lay-over-1000-workers-amid-restructuring-leadership-transition#.YtbajOzMK8D,2000.0,Post-IPO,2022-07-19T16:23:50.000Z,United States,,1000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Olive,['Columbus'],Healthcare,0.31,2022-07-19T00:00:00.000Z,https://oliveai.com/important-changes-to-our-business,856.0,Series H,2022-07-19T16:22:01.000Z,United States,,450.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
M1,['Chicago'],Finance,,2022-07-19T00:00:00.000Z,Internal memo,323.0,Series E,2022-07-30T23:20:51.000Z,United States,,38.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
SellerX,"['Berlin', 'Non-U.S.']",Retail,,2022-07-19T00:00:00.000Z,https://sifted.eu/articles/layoffs-amazon-aggregators-downturn/,766.0,Unknown,2022-07-21T03:41:38.000Z,Germany,,28.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Stint,"['London', 'Non-U.S.']",HR,0.2,2022-07-19T00:00:00.000Z,https://sifted.eu/articles/startup-tech-company-layoffs/,,Unknown,2022-07-25T04:23:18.000Z,United Kingdom,,28.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Capsule,['New York City'],Healthcare,0.13,2022-07-19T00:00:00.000Z,Internal memo,570.0,Series D,2022-07-20T15:02:49.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
PACT Pharma,['SF Bay Area'],Healthcare,,2022-07-18T00:00:00.000Z,https://www.fiercebiotech.com/biotech/personalized-cancer-therapy-biotech-pact-pharma-lets-go-nearly-100-staffers,200.0,Series C,2022-07-20T03:38:13.000Z,United States,,94.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Gemini,['New York City'],Crypto,0.07,2022-07-18T00:00:00.000Z,https://techcrunch.com/2022/07/18/crypto-exchange-gemini-executes-second-round-of-layoffs-less-than-two-months-after-axing-10-of-staff/,423.0,Unknown,2022-07-18T18:53:54.000Z,United States,,68.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Lusha,['New York City'],Marketing,0.1,2022-07-18T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/rjqkrgx3q,245.0,Series B,2022-07-18T17:58:25.000Z,United States,,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Elemy,['SF Bay Area'],Healthcare,,2022-07-18T00:00:00.000Z,https://bhbusiness.com/2022/07/18/several-large-autism-service-providers-in-the-u-s-are-undergoing-a-wave-of-layoffs-and-closures/,323.0,Series B,2022-07-20T03:44:43.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Freshly,['New York City'],Food,0.25,2022-07-18T00:00:00.000Z,https://www.crainsnewyork.com/small-business/meal-delivery-firm-freshly-lays-25-percent-nyc-workforce,107.0,Acquired,2022-07-28T03:36:56.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
